Record,Date,UTC Time,Frecuencia,Presion,caudal1,caudal2
     78181, 1/02/1970,21:10:27,   1.000000E+00,   1.461318E+01,   7.575758E-01,   1.706110E+01
     78182, 1/02/1970,21:10:27,   1.000000E+00,   1.464600E+01,   7.575758E-01,   1.682083E+01
     78183, 1/02/1970,21:10:27,   1.000000E+00,   1.461318E+01,   7.575758E-01,   1.789465E+01
     78184, 1/02/1970,21:10:28,   1.000000E+00,   1.462138E+01,   7.575758E-01,   1.647890E+01
     78185, 1/02/1970,21:10:28,   1.000000E+00,   1.467882E+01,   7.575758E-01,   1.795565E+01
     78186, 1/02/1970,21:10:29,   1.000000E+00,   1.460497E+01,   7.575758E-01,   1.731246E+01
     78187, 1/02/1970,21:10:29,   1.000000E+00,   1.467061E+01,   7.575758E-01,   1.687443E+01
     78188, 1/02/1970,21:10:29,   1.000000E+00,   1.470343E+01,   7.575758E-01,   1.765438E+01
     78189, 1/02/1970,21:10:30,   1.000000E+00,   1.465420E+01,   7.575758E-01,   1.606490E+01
     78190, 1/02/1970,21:10:30,   1.000000E+00,   1.462959E+01,   7.575758E-01,   1.787247E+01
     78191, 1/02/1970,21:10:31,   1.000000E+00,   1.467882E+01,   7.575758E-01,   1.685040E+01
     78192, 1/02/1970,21:10:31,   1.000000E+00,   1.459677E+01,   7.575758E-01,   1.680789E+01
     78193, 1/02/1970,21:10:31,   1.000000E+00,   1.466241E+01,   7.575758E-01,   1.797598E+01
     78194, 1/02/1970,21:10:32,   1.000000E+00,   1.466241E+01,   7.575758E-01,   1.636986E+01
     78195, 1/02/1970,21:10:32,   1.000000E+00,   1.457215E+01,   7.575758E-01,   1.792792E+01
     78196, 1/02/1970,21:10:33,   1.000000E+00,   1.462138E+01,   7.575758E-01,   1.696130E+01
     78197, 1/02/1970,21:10:33,   1.000000E+00,   1.467061E+01,   7.575758E-01,   1.680235E+01
     78198, 1/02/1970,21:10:33,   1.000000E+00,   1.458036E+01,   7.575758E-01,   1.794825E+01
     78199, 1/02/1970,21:10:34,   1.000000E+00,   1.462959E+01,   7.575758E-01,   1.610926E+01
